fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
klondike,creeana_,"I’m speechless as I see pictures of our beautiful house waiting to be eaten up by the #TaylorCreekFire...I hope with all my heart that we are able to save our home in the end. Ultimately, I just pray for everyone to be safe. Things are replaceable, people are not. https://t.co/4GVXmxx8a9",Community Solidarity,"Solidarity, prayer, and gratitude",Hope/Reassurance,Community solidarity and appreciation,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
klondike,MPreston541,#TaylorCreekFire https://t.co/H2P2tMBuOp,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,MPreston541,#TaylorCreekFire https://t.co/3gwVkI4K9C,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,The #TaylorCreekFire has come over the ridge. #Wildfire #ForestFire https://t.co/vBHQCc4YZy,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,ForestDenizen,I live just outside the evacuation area for this fire. We have 160 lightning-strike wildfires in southern Oregon right now. View of the Taylor Creek fire from my road in rural Josephine County. https://t.co/zrkkULr1UT,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,"Personal Safety, Proximity, and Local Threat",Engaged/Observational,Personal Experience and Community Impact
klondike,DAYNACARRERA,Merlin fire camp swells; 747 SuperTanker hits Taylor Creek Fire; evacuation orders updated https://t.co/RCRGRquqmc,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
klondike,lmtvictoria,"As Southern Oregon wildfires grow, new lightning storms expected on Sunday https://t.co/NPNfObEbXO",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
klondike,bunnyhugger75,It’s so smoky out today. #TaylorCreekFire #WildFire #ForestFire https://t.co/uLp7E7i6oE,Smoke / Air Quality,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,Isellgrantspass,Here’s a map of the Taylor Creek Fire. This information if up to date says my property is 2 miles away from the fire for now. Hope this update helps you. https://t.co/SjRJYTwmvd,Community Solidarity,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
klondike,ScottKraenzlein,"#Repost sz
・・・
Die untergehende Sonne hüllt sich in die Rauchwolken von Waldbränden am Taylor Creek, westlich von Grants Pass. Hunderte Menschen mussten wegen anhaltender Waldbrände ihre… https://t.co/uMvDln89jL",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
klondike,Bunny22406482,"Southern Oregon fires: Air quality worst in United States, but area avoids new lightning fires https://t.co/ux2V42eJtW via @salem_statesman",Smoke / Air Quality,Living with smoke and threat,Neutral/Informational,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
klondike,Bunny22406482,"As Southern Oregon fires grow, new lightning storms expected on Sunday https://t.co/7ATzctLoRI via @salem_statesman",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,MrsJHarrington,"Southern Oregon fires: Air quality worst in United States, but area avoids new lightning fires https://t.co/WdqfaqNK9f via @salem_statesman",Smoke / Air Quality,Living with smoke and threat,Neutral/Informational,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
klondike,willowbillyfarm,Stopped to Chat with some of the firefighters near the Taylor Creek 🔥in Southern Oregon!   Just amazing to see how proud those firefighters were of the community support that was being… https://t.co/Y3FLCFht1s,Operational Coordination,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,Firefighting Operations and Crew Deployment,Grateful/Supportive,Operational Response and Resources
klondike,rasta_daddy,UPDATE: Level 3 'GO' Evacuation Orders Issued West of Merlin https://t.co/cpWYxMdm8d,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
klondike,sonnymehta,RenewOregon: RT OHAOregon: Air quality conditions have reached very unhealthy to hazardous levels in southern #Oregon today. Here are some tips on how you can protect your health during these smoky conditions. #GarnerComplex #TaylorCreekFire #hendrixfire https://t.co/Rqxag78NVU,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
klondike,sonnymehta,RenewOregon: RT @OHAOregon: Air quality conditions have reached very unhealthy to hazardous levels in southern #Oregon today. Here are some tips on how you can protect your health during these smoky conditions. #GarnerComplex #TaylorCreekFire #hendrixfire https://t.co/Rqxag78NVU,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
klondike,lmtvictoria,"~ An open letter from the Chief Officers at Rural Metro Fire ~

Taylor Creek Fire Update - July 24, 2018
 
Note: This update is specific to the Taylor Creek Fire only. Maps and specifics are not 100% accurate... https://t.co/Ly3iNn7b4V",Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
klondike,toriallison,Huge #thankyou to all the firefighters already battling too many blazes... hate seeing it happen so close to home  https://t.co/X2C7E7zkUF,Operational Coordination,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Fire status and operations,Firefighting Operations and Crew Deployment,Concerned/Anxious,Operational Response and Resources
klondike,TaliloMarfil,It is so Smokey down here. https://t.co/QdYsK3keeW,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
klondike,all3ddesign,"Southern Oregon fires: Air quality worst in United States, but area avoids new lightning fires https://t.co/rUl4K6e2p8",Smoke / Air Quality,Living with smoke and threat,Neutral/Informational,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
klondike,Mr_Joyboy,@zip it definitely is. it came early this year: https://t.co/qRsD2J7SBH,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,GLKnightWrites,"Fires around Portland last year, everyone cares. Fires in Southern Oregon, on the same level THIS YEAR? No one cares. Southern Oregon is burning, and it's getting INSANE. We NEED help here. Told we might need to FLEE soon. It's getting scary bad.  https://t.co/I7xvwD84tP",Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Tracking Fire Scale and Containment Progress,Distressed/Urgent,Fire Behavior and Status
klondike,OWS_ellie,Southern Oregon fires 2018: New lightning storms expected on Sunday https://t.co/4u4qRdgutR,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
klondike,OWS_ellie,"@chrislhayes @elongreen I took this photo from my balcony here in so OR.  There are very high hills right across the street that you can't even see.  ""The air quality in Southern Oregon was the worst in the nation Monday, and the rest of the week doesn’t look much better."" https://t.co/4u4qRdgutR https://t.co/ONATrAZaP0",Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
klondike,Freaken_Out,https://t.co/ZFMomGwx0z https://t.co/ZFMomGwx0z,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,GGinyourpocket,Southern Oregon wildfire updates as of this morning https://t.co/LYhmn4cNar,Fire Progression,Sharing updates and resources,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
klondike,CaseyDanson,"Southern Oregon wildfires still growing, spewing hazardous smoke with no end in sight https://t.co/8o1KidlWws",Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Concerned/Anxious,Smoke and Air Quality
klondike,clvngodess,"Was like this last summer, too. https://t.co/MneIlUTVZZ",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,We can see the flames on this side of the ridge now. #TaylorCreekFire is at 12k acres. #Wildfire #ForestFire @ Oregon https://t.co/7SyX6LyOzf,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
klondike,CreateSuccess,"All SHAN CREEK is now
NEW LEVEL 3 ""GO NOW!"" 
TAYLOR CREEK FIRE IN JOSEPHINE COUNTY. https://t.co/bnFqcxAwd5",Evacuation,Evacuation and immediate disruption,Anger/Blame,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
klondike,TylerBarrett,Pretty fucking surreal moment coming down Sexton Pass and seeing the Taylor Creek fire ripping down the hill towards Merlin. https://t.co/MJau5pYQXs,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Engaged/Observational,Media and Information Sharing
klondike,Duckeh,"This is right by my house 😭 We’re still relatively safe, buuuut yeah, keeping our cars packed in case we have to book it out of here #taylorcreekfire https://t.co/cDc9TbsLxk",Fire Progression,"Solidarity, prayer, and gratitude",Hope/Reassurance,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Distressed/Urgent,Media and Information Sharing
klondike,bunnyhugger75,#TaylorCreekFire keeps moving closer. #WildFires #ForestFire https://t.co/qypqAm1Q9W,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Concerned/Anxious,Media and Information Sharing
klondike,Resafandrab,Taylor creek fire https://t.co/uL93OykrbP,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,BradleyPutters,Our summers are smoked out thanks to the feds not allowing us to properly manage our forests. Pretty sad situation. #Taylorcreekfire #forestfire #southernoregon #smokestack https://t.co/u2oHKGMu9h,Smoke / Air Quality,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
klondike,bunnyhugger75,The #TaylorCreekFire does make for some awesome pictures. https://t.co/4n2NoOU8mn,Geospatial Mapping,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Situational Maps, Photos, and Visual Briefings",Grateful/Supportive,Situational Awareness and Mapping
klondike,burnviktim,The whole world seems to be burning right now.....and it just keeps getting closer. #taylorcreekfire https://t.co/mEq7FaOtM5,Fire Progression,Living with smoke and threat,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Distressed/Urgent,Fire Behavior and Status
